,text,date,nickname,date_year,sentiment,sentiment_score
2172,cem yılmaz sayesinde ismini duyduğum şahıs. hicbir vasfa gerek olmayan bir iş yapmaktadır. sokaktan 10 kişiyi çevirsen herhangi bir yemek hakkında yorum yapacaktır. ee zamanında kanal yöneticileriyle arası iyi olan tvye çıkarken bugün telefon kamerasıyla ayni isi yapan onlarca kişi var. başarılı bir eğitim geçmişi var. keşke eğitim aldığı alanda kariyerine devam etseydi(belki ediyordur bilmiyorum) bu yemek yorumu işine bulaşmasaydı.,2019-07-30,beyaz atli pirens,2019,Nötr,0.8683993816375732
2171,bir halttan anlamaz yemek konusunda. artık nasıl bağlantıları varsa sürekli televizyonda azrı endam etmekte .,2019-07-30,redfoxrommy,2019,Negatif,0.999553918838501
2170,"yediği etlere, kuyruk yağı koyulmasını her programda dile getiren yemek uzmanı. kamerayı elinize alıp restoran restoran gezip, et ısmarladıktan sonra, tadına bakıp biraz kuyruk yağı koyulsa daha iyi olabileceğini söyleyerek yemek uzmanı olabilirsiniz.",2019-07-30,vvebcini,2019,Nötr,0.9908711314201355
2169,"an itibariyle burgazada'da maruz kaldığı bir ayılığı çok güzel bir şekilde ifşa ederek, mafyavari işletmelerin tutumlarına dikkat çekmiştir.

öküz herifler bir de vedat milor gibi bir insana ""hakaret etti"" diye iftira atmışlar klasik bir çomarlık örneği olarak. sırf bu salaklıklarından dolatyı işletme kapatılır. milor nere, hakaret nere.

ilgili tweet: https://twitter.com/…lor/status/1156109620391243776",2019-07-30,the chosen1,2019,Negatif,0.9988462924957275
2183,sadece bir yemek yiyici olup kendini fazla bir şey sanan vatandaş.,2019-07-31,hilalinkiler,2019,Negatif,0.6588923931121826
2181,"yukarıda biri demiş ki, vedat bey restorana müdahele edemez, düzeltemez, ancak gider zabıtayı arar. (bkz: #93291078)

belli ki pek bir halt bilmiyorsunuz.

efendiler, vatandaşın kamu yolunun işgaline müdahele hakkı bulunur. çünkü orası kamu yolu. özel mülk değil.

kaldı ki, vedat bey masayı kaldırıp içeri koymuş olsa, yani fiziken bir müdahelede bulunsa bu dediğinizi anlayacağım. kamu yoluna çekilmiş masayı buradan kaldırır mısınız? demek müdahele etmek değildir, hakkını aramaktır.",2019-07-31,modern futbolda omer abi,2019,Negatif,0.999348521232605
2180,vedat milor şu an hiç bir (bkz: tv) kanalından para almıyor. aksine kendi imkanlarıyla bir (bkz: belgesel) çekmeye hazırlanıyor. bilmeden yorum yapmamak gerek.,2019-07-31,vakitlerdenbirnisanaksami,2019,Nötr,0.9996803998947144
2182,adam ciddi ciddi aptallarla mücadele derneği başkanı gibi çalışıyor. bir yandan durumu anlatmaya bir yandan da (bkz: şirin payzın)denilen gazeteci görünümlü embesile laf yetiştirmeye çalışıyor.,2019-07-31,marazi,2019,Negatif,0.9987614750862122
2178,suya atılmaya çalışılmış ama aksiyon sonucu bir vatandaş tarafından kurtarılan bir yemek yiyici,2019-07-31,gitarist engineer,2019,Nötr,0.9856810569763184
2177,(bkz: vedat milor'un ölümden dönmesi /@magracer),2019-07-31,magracer,2019,Nötr,0.9995726943016052
2176,"""işgüzar vatandaş sendromu""nun bir örneğini oluşturmuş gastronomi yazarı.

başta söyleyelim; hiç kimse bir başkasına her ne sebeple olursa olsun şiddet uygulayamaz. dolayısıyla restoran o konuda sonuna kadar haksızdır. hele garson olacak insan müsvettesinin bir daha turizm alanında iş bulması ülke için bir yüz karası olur.

fakat vedat milor da olayın başlangıcında haksızdır. bir vatandaşın, bir kanunsuzluğu gördüğünde ona ne müdahale etme hakkı vardır, ne de onu düzeltme hakkı. vatandaşın vazifesi durumu ",2019-07-31,protospher,2019,Negatif,0.9994889497756958
2179,"türkiye'nin yetiştirdiği ender bir gurme ve entelektüel.

şu adamın bu insanlıktan nasibini almamış tiplerden çektiği nedir yahu, twitterda laf soktuğunu sanır, instagramda hakaret eder, en sonda artık denize atmaya çalışmışlar.

yazık ya, yazık.",2019-07-31,yerli ve milf,2019,Negatif,0.9994925856590271
2184,"bugünkü yazısı kesin okunmalıdır.

http://www.hurriyet.com.tr/…li-ve-zorbalik-41292613",2019-08-04,longitudinale posteriore,2019,Nötr,0.9995883703231812
2185,"iyi yemek ne demek?
hayatta her şey denge demek. acı, tatlı, tuzlu, ekşi ve bir de ‘umami’ diye bir tat var diyorlar. ne kullanırsan kullan. yemeklerinde bunlar arasında bir denge kuracaksın.

kaynak",2019-08-08,dogville,2019,Nötr,0.9984517097473145
2186,o kadar adı duyulmuş okullarda oku sonra menemen tarifi ile uğraş adam olayı çözmüş bu milleti güden daha makbul. ama bilgili ve alçak gönüllü dolayısı ile hak ediyor yerini.,2019-08-13,ohau,2019,Nötr,0.7783786058425903
2187,"geçen hafta instagram hesabında paylaştığı bir videonun altına menü fiyatlarını da paylaşmalısınız şeklinde yaptığım yoruma çok bozulan ve beni engelleyen kişidir.

sanırım ya şarabı çok kaçırdığı bir anına denk geldi yada aşırı tükettiği deniz ürünlerindeki civa gerçekten beyninde onarılmaz hasarlar bıraktı.",2019-08-17,balthazar blake,2019,Negatif,0.9985355138778687
2188,yorumları aşırı dikkate alan ve aynı zamanda büyük bir özenle cevap veren bir adet sincapsever*,2019-08-17,motorlumavilikler,2019,Pozitif,0.9992116093635559
2189,"yerinde olsam aynısını yapar mıydım bilmiyorum ama golf maraşım reklamında oynadıktan sonra kendisine saygımı yitirdiğim gurme.
sen gurmesin güzel kardeşim sıradan bir oyuncu değil. eğer bir gıda reklamında oynuyorsan sadece paraya değil lezzete de bakman lazım.
açık ara piyasanın en kötü en şekerli dondurmasının reklam yüzü oluyorsan bu dondurma için referans da oluyorsun demektir. e senin referansın buysa yazık senin gurmeliğine.",2019-08-19,rastgo,2019,Negatif,0.9992721676826477
2193,"benim vedat milör'ü takip etme sebebim, gidip tadamadığım yiyecekleri benim yerime tatması ve nasıl hazırlandığını anlatması. ben onu izlerken aa şef kabağı peynire sarmış üstüne domates dökmüş diyerek izliyorum. normal şartlarda -muhtemelen- aklıma gelmeyecek yemekleri bana tanıtıyor, yanına gidebilecek şaraplardan bahsediyor. gurme değilim diyor, burnunu ve damağını pek çok aromayla zenginleştirmiş olması dolayısıyla yine kendince eşleştirmeler yapıyor.
kimseye buraya gelince burdan yiyeceksiniz diye sil",2019-08-23,admiral ackbar,2019,Nötr,0.9905702471733093
2192,"adamdan uzmanlık belgesi isteyen ibişler var.

yemek tadıyor ve güzel ya da kötü diyor.

sana bir şey dayattığı yok ki.

sen de yap aynı işi, çek videoyu, youtube'a koy. tutan mı var?",2019-08-23,umberto d,2019,Negatif,0.999465823173523
2191,"insanlarin hakkinda bir seyler yazip, kendi yazdigina inanip, kendi yazip inandiklari üzerinden hakkında teoriler ürettigi insan.

adam gurme olmadigini kendisi belirtiyor. yemek yemeyi ve özellikle sarabi cok seviyor. belirli bir damak tadi olusmus ve televizyona yaptigi programlardan sonra meshur oldugundan, kendisi aksini belirttigi halde adi da gurmeye cikmis.

öncelikle sürekli lüks lokantalarda yemiyor. yanlis hatirlamiyorsam, yediginin parasini da cogunlukla veriyor. damagi catlayan birileri gibi bi",2019-08-23,saintalbray,2019,Nötr,0.9831193089485168
2190,"aslında ileride üzerine tezler yazılacak adam.şimdi kendisi de diyor ben gurme değilim diye buraya kadar tamam.hukuk doktorası yapmış bu da tamam.peki. bu kadar insan niye takip ediyor bu şahsı!bilmiyoruz!nasıl ünlü oldu bilmiyoruz!videoları izlendiğinde, içeriği genelde pahalı yerlerdeki yemekleri yiyip bunların isimlerini söylemek, ya da tanıyorsa bazen sahiplerinden bahsetmek.bu konuda uzmanlığı bile yok!eğitim almamış, belgesi yok, ama tapıyoruz!
diş hekimliği bitirmeyen adama diş çektirir misin!
beyin",2019-08-23,kiri,2019,Negatif,0.9992132782936096
2194,"vedat ağbiden şöyle yeni anketler bekliyoruz:

- yoğuşmadan sonra sigara mı tüttürülmeli, sigara böreği mi lüpletilmeli?

- aslan sütüyle muhallebi mi güzel olur, puding mi?

- bir kilo pırasa mı ağırdır, bir kilo kuşkonmaz mı?

- birbirine baka baka kararan üzümden sirke mi yoksa şarap mı yapılmalı?

- hatır için çiğ tavuk yenir mi yenmez mi?",2019-08-28,sahane baba,2019,Nötr,0.9997298121452332
2195,yemekten anlamıyor,2019-08-28,cigersizherif,2019,Nötr,0.9731633067131042
2196,"bu adamin sanayi tipi bir dondurma reklaminda oynamasi son derece iki yuzlu bir davranis. kimse egip bukmesin.

""adam reklamda oynamis sana ne"" diyen yazarlara hemen soyleyeyim eger sen ortada ben gurmeyin diye dolasiyorsan, eski programlarinda habire ""cok glikoz surubu kullaniyorlar"" diye sikayet edip yedigin tatlilari ""gercek seker, mis gibi tereyagi"" diye ovduysen simdi gelip icinde glikoz surubu iceren fabrikasyon dondurmayi ovmen iki yuzluluktur.

en komik tarafi da reklamda ""markasina degil arkasina ",2019-08-29,kadirbenmiyimulan,2019,Negatif,0.9994430541992188
2197,ali babacan’in partisinde kurucu uye olma teklifi yapilmis. saglik problemleri nedeniyle reddetmis.,2019-08-31,patavatsiz sadrazam,2019,Nötr,0.9985347986221313
2198,"bu kazasker’deki mekana ben de vedat reis’in gazına gelip gittiydim. fırın kebabı felaket derecede ağırdı. etli ekmeği fena değildi ama o kadar burayı neden seviyor bilmiyorum.

vedat reis. gene de yolun yolumuzdur.",2019-09-07,seviyorsevmiyorseviyorsevmiyorseviyor,2019,Nötr,0.9974741339683533
2199,"sevemedim ben bu adamı. gurmeliği hep sahteymiş gibi duruyor. yemek hakkında birşeyler öğrenmiş olabilir ama bir gurmede olması gereken yemek tutkusu, aşkı ve iştahı yok.",2019-09-07,canses5163,2019,Negatif,0.9956992268562317
2200,"tuhaf dergi'nin ağustos 2019 sayısının kapağında yer alan önemli şahsiyet.

""batı'da 500 senede olan gelişim türkiye'de 30-40 yılda oldu. benim gençlik yıllarım 70'lerdir. o sırada sanırım türkiye nüfusunun %70'i kırsal kesimde yaşıyordu. 2002 senesinde yeni bir iktidar ortaya çıktığında %30'u kırsal kesimdeydi. şimdiyse bu oran %16'ya düştü. yani büyük değişim akp'den önce olmuş. inanılmaz değişim ise şöyle oldu: özellikle 70'li yıllarda ve 80'lerin başında, tarım dan geçinmek imkânsız hale gelmeye başlad",2019-09-12,vmvarga,2019,Nötr,0.9887822270393372
2201,twitter’da okumaktan en çok keyif aldığım adam. tam siyasi gündemden bunalmışken yüzümde güller açıyor.,2019-09-16,stand,2019,Pozitif,0.9993386268615723
2202,o kadar iyi ahciyim menemene sogan koymadan pisiririm diyur ama hic ahcilik yaptigini goren yok hep yemeklerim tadina bakip iyi olmus kotu olmus falan diyo belesci,2019-09-19,patavatsiz sadrazam,2019,Negatif,0.9994828104972839
2203,gençlerin olur olmaz ve çokça kullandığı duyar kasma lâfının karşılığı olarak ucuz popülizm terimini kullanan bilge. çok yaratıcı.,2019-09-21,ortmen hoca,2019,Pozitif,0.9990731477737427
2204,"övdüğü yerlerin bir çoğu, gelen beyaz yakalı akını sonrası, hızlıca kalitesini kaybeden lezzet avcısı. elbet bunda kendi suçu sıfır. bu durum tamamiyle işletmelerin sorumluluğunda. üzüntüm; sevdiğimiz, gittiğimiz yerlerin -kendisi adımını attıktan sonra- birer birer kalite kaybına uğrayıp, güzelliğini yitirmesi. yani aslında, lezzet bakımından faydası kadar, zararı da bulunuyor.

her yer böyle değil, kimi işletme vedat milor gelse de kalitesini bozmuyor, gelmese de bozmuyor. ama kimisi daha çok para kazanm",2019-09-25,goldenwand,2019,Negatif,0.9984543919563293
2205,"bana göre türkiye'nin en sempatik insanıdır kendisi.

ntv'de ilk gördüğümde ne kadar samimi buluyorsam şu an da o kadar samimi buluyorum kendisini. twitter'daki tepkilerini gayet doğal buluyorum. takipçisi çoğaldı, twitter'ın şehvetine kapıldı vs. gibi yorumlara kesinlikle katılmıyorum.

bir de itirafım olacak vedat bey'le ilgili, seneler önce tadı damağımda'da yemek yerken heyecanlandığı için ellerinin titrediğini sanıyordum. parkinson hastası olduğunu öğrenince çok üzülmüştüm. michael j. fox'a da üzülmüş",2019-09-28,babasolo,2019,Pozitif,0.9970637559890747
2206,kendisi ile ilgili bir çok şey yazabileceğim insan. çoğu olumlu. ancak en doğru olan; naiftir.,2019-09-28,jassinpera,2019,Pozitif,0.9976032376289368
2207,"blanşe edilmiş kanlı koyun budu tabağında sırtüstü yüzen kuyruk yağı kütlesine, taşfırından yeni çıkmış trüf mantarlı gluten-free baget ekmeği banan, kolesterol dostu organoleptik gastronom. progresif kanibalist.

(bkz: kuzuların sessizliği)",2019-09-29,boywithamoonandstar,2019,Nötr,0.9983542561531067
2208,"kendisine yöneltilen, hakaret içermeyen bir eleştiriye “dinleme özürlüsü müsün anlama özürlüsü mü” gibi basit bir cevap vermiş. zaten seviliyorsun, ne gerek var böyle şeylere.",2019-10-06,fiorentina,2019,Pozitif,0.8869533538818359
2209,"ilk gördüğümde dalga geçmiş, sonrasın da ise beğenip takip etmeye başladığım kişiliktir.",2019-10-06,tonmayster,2019,Negatif,0.9933297038078308
2210,sitesindeki (bkz: lezzet rehberi) 14 abd önerisinin 13ü san francisco'da bulunan eleştirmen ve gurme.,2019-10-07,virtual catalytic perfection,2019,Nötr,0.9990250468254089
2211,şu programında nusret'in yükseleceğini bir 6 sene önceden görmüştür. o zaman bile yaptığı işlerin istanbul gibi bir yerin üstünde olduğunu vurgulamıştır. bunun nedeni de nusret'n aldığı eğitim. cidden adam her şeyi güzelce incelemiş ve güzel puanlar vermiş.,2019-10-19,nedemekulan,2019,Pozitif,0.9993635416030884
2212,entellektüel lokmacı.,2019-10-25,kaos sevmeyen adam,2019,Nötr,0.9995236992835999
2213,eskiden beyefendiyi yemek görünce heyecanlanıyor sanıyordum meğer rahatsızmış allah affetsin.,2019-10-25,cihan90,2019,Nötr,0.998849630355835
2214,edith piaf'ın vedat bey için seslendirdiği bir şarkı vardır: milor,2019-10-30,sadan,2019,Nötr,0.9996465444564819
2215,en tahammul edemedigi konu sanirim icki. yobazlar saraplari rakilari falan gordukce icmesen olmuyor mu gibi delirten yorumlar yapinca cok pis tersliyor bu da keyfime keyf katiyor. :),2019-11-02,delnaja,2019,Negatif,0.7938634157180786
2216,"yaşadığı hayat tarzını kıskandığım insan. eşiyle birlikte çok güzel yerleri gezip, çok güzel insanlarla tanışıyor. ve yalnızca yemek kültürü geniş değil, komple bir entelektüel kişiliğe sahip. yetişme kültürüyle de ilgili bu; dünyaya elit bir pencereden, çok yönlü bir perspektiften bakıyor. yazılarını okumayı bu anlamda da oldukça yararlı görüyorum. bugünkü köşesinin son paragrafında şöyle yazmış, epey hoşuma gitti:

""fransa’nın bask bölgesi burası. meğer yan masadaki bey de oralıymış. 'gelirsen beni mutla",2019-11-10,stansfiel,2019,Pozitif,0.999332845211029
2217,ölesiye nefret ettiğim insan tiplerinden biri. bu her yerde hazır ve nazırdır ama batıda eğreti durmaz. doğuda varlığı sorgulanır. onu ölümüne savunan mankafaların haricindeki insanlar bu adamın toplumdaki yeri ve işlevi konusunda kafalarında bir soru işareti taşırlar. evet bu tipler önceden yoktu çünkü toplum bu insanı kabul edecek durumda değildi. doksanlı yıllardan sonra tek amacı şunu bunu yemek ve beğenip beğenmemek olan bu insan zorla katmanlar arasında sokuşturulmaya başlandı çünkü onlara karşı tepk,2019-11-19,monur72,2019,Negatif,0.999441921710968
2218,(bkz: içi sulu kalsın) (bkz: kuyruk yağı) (bkz: ben bunu fransa ispanya italya vb.) .,2019-11-21,hidrolikdireksiyon,2019,Nötr,0.9995493292808533
2219,twitter enteresan bir ortam. kimin çok iyi kullanacağını bilemiyorsun. cem yılmaz'dan falan bekledik büyük şeyler ama efsane hiç beklenmedik bir yerden çıktı. adam çok iyi kullanmakla kalmıyor sürekli kendini geliştiriyor. her gün daha iyi her gün daha enteresan. uzun zamandır hayranlık ve şaşkınlıkla takip ediyorum. zekası nezaketini geçmiş bulunmakta.,2019-11-28,cagliari,2019,Pozitif,0.9607044458389282
2220,"menemen soğanlı mı olur, soğansız mı diye yaptığı ankete 500 bin kişinin katılırken, sosyoloji doktorası yaptığı dönemde dünya ekonomisi üzerine yazdığı tezin (planning and economic development in turkey and france: bringing the state back in) amerika'da en iyi tez seçilmesine rağmen türkiyede haber değeri görmemesine içerlenen 'yemek ve şarap eleştirmeni'.
o kadar haklısın ki abicim, bu ülkede bilime veril(mey)en değeri ancak bu kadar güzel ifade edebilirdin.",2019-12-01,perideistersen,2019,Negatif,0.9991427063941956
2221,"instagram videolarını severek takip ettiğim kişidir.

eşinin iş gezilerindeyken öğünlerinde videolar çekip birçok video oluşturuyor. tek anlamadığım noktası, neden her şeyi bu kadar beğendiğini söylemesi. belki de beğenmediği şeyleri göstermiyordur.

özellikle deniz ürünleri ve şarap hususunda çok detaylı bilgiye sahip, yediği içtiği şeylerin tadını hayal bile edemesem de anlatışı ile insanın ilgisini çekip videoyu izlettirmekte.

ayrıca adam çok candan konuşuyor, gibi şov kokan hareketler yok. (ki ayhan s",2019-12-06,tesvik,2019,Nötr,0.997336745262146
2222,twitter hesabını o kadar güzel yönetiyor ki bunun için bile hayranlık duyulası.,2019-12-09,mamunnnnn,2019,Pozitif,0.9995070695877075
2223,twitter ı her geçen gün facebook a çeviren boş adam.,2019-12-09,goktrgelirdertbiter,2019,Negatif,0.9994912147521973
2224,"severek takip ediyoruz twitter hesabını abicim
çok gülmesekte iyi işte",2019-12-11,milyarder dilenci,2019,Nötr,0.8861616849899292
2225,"gurme falan değildir yazmış üstteki arkadaş:)

vedat milor hocanın yaptığı iş her zaman gurmelik olmadı. önce bunu bil. adam önce gsl'yi sonra boun'ü bitirdi. gitti yüksek lisansını usa'da yaptı. ivy league'de hocalık yaptı. yetmedi üstüne hukuk okudu. yazarlık yaptı. yazdığı tez, yılın tezi seçildi.

bu adamın damağı 200 farklı tadı ayırabiliyor. ne demek bu? 200 farklı aromaya sahip bir şarabın tadını ayırabiliyor demek. bu adam daha gençken, onun üstadları bu adamı gazladı, sonra bu işe girdi.

aklı yok",2019-12-14,dogray,2019,Nötr,0.8036102652549744
2226,"""bu adamın damağı 200 farklı tadı ayırabiliyor."" nasıl ölçtün be yavrucum? abd'de her üniversitede şarap tadım kulüpleri yok mudur? işi olmayıp parası olan züppeler genelde meraklı değil midir böyle kulüplere? yemek işi 30 yaşından sonra öğrenilince yaptığın bütün hatalar sırıtmaz mı sürekli? yeme içme işi binlerce ürün ve pişirme yönteminin olduğu uçsuz bucaksız bir okyanus değil midir? pratikte ne deniz ürünlerini,balıkları, süt ürünlerini, ne sebze, meyveleri ne de etleri öğrenebilirsin o yaştan sonra. ",2019-12-14,middlefinger69,2019,Nötr,0.986887514591217
2227,"(bkz: şeyh uçmaz müritleri uçurur)

kendi ifadesine göre yemek eleştirmenliği işinden para kazandığı tek ülke türkiye.

(bkz: bon pour l'orient)

edit:
emeğe saygı duyulur ""yemeye"" değil.
bilimsel araştırma yapanlara, sanatçılara, üretenlere, ülkesi için çalışanlara sonuna kadar destek.

her şeyini riske atarak, sabahtan akşama kadar alın teri döken üreticilerimizi, yeme içme sektöründeki emekçilerimizi nesnel olmayan bir şekilde yıkıcı eleştirip, saygı duymayanlar bari kendi yaptıkları işe saygı duysunlar",2019-12-16,middlefinger69,2019,Nötr,0.9920962452888489
2228,"“az önce beyoğlu 9. noteri ile birlikteydik. kapalı bir zarfı kendisine ilettim. içindeki kağıda san sebastian cheesecake’ten ve lokmadan sonraki modanın ne olacağını yazdım. yenisi başlayınca kasayı açıp hep beraber bakacağız.”
tweeti ile beni kendine hayran bırakan prof. dr. unvanlı, yemek ve şarap eleştirmeni.
ntv'de yayınlanan vedat milor'la tadı damağımda adlı programın sunuculuğunu yapmasının yanında gastromondiale sitesinin de kurucusudur.",2019-12-16,sukelakiz,2019,Pozitif,0.9220191836357117
2229,(bkz: entelektüel/@tozluhikaye),2019-12-24,tozluhikaye,2019,Nötr,0.9997767806053162
2230,""" kerevitler, d’berto’daki gibi, canlı olarak mangalda pişince toksik salmıyorlar ve dokuları bozulmuyor.""

bir kaç dakika lezzet ve keyif almak için büyük acı çektiği yapılan bilimsel çalışmalarla sabit olan bu canlılara bu zulüm...",2020-01-04,zoeger,2020,Negatif,0.9996055364608765
2231,"damak tadı çok iyi olan biri değilim, sonuçta şurada herkesin sövdüğü muhlamaya dünyanın en lezzetli yemeği gözüyle bakan biriyim. vedat milor beyefendiyi daha önce de biliyordum ama takibim sadece kafa dergisinde yazdıklarıyla sınırlı. kesinlikle bir gün imkan olsa kendisiyle şarap içmem, yemek yemem, çünkü anlaşamayız ancak bu adamın kafa'daki yazılarının hastasıyım. bilmediğim yüzlerce kelime ile yemek anlatıyor. resmen monşerlik akıyor üstüme. jambonu 22 yaşında öğrenen biri olarak adını ve tipini bilm",2020-01-09,chekirdek13,2020,Nötr,0.8103523254394531
2232,"katıldığı mevlütte tavuklu pilavın yanına şarap istediği için,rahmetlinin hısımları tarafından linç edilmek istenen gurme.

kaynak",2020-01-16,bymarduk,2020,Negatif,0.9970818161964417
2233,artık ölmesi gereken sonradan gurme.,2020-01-16,karakeman,2020,Nötr,0.9977797865867615
2234,"kırmızı çizgimdir.

--- spoiler ---

artık ölmesi gereken sonradan gurme.
--- spoiler ---
demiş bir ilgi budalası salak bir yazar, kendisi hakkında.
karakeman nick li.

daha önce “neden bu kadar kötüsünüz” demişti naif üstat. keşke onun gibi olabilseydim. gerçi daha da yazmamak en iyisi sanırım.",2020-01-16,savatager,2020,Negatif,0.998073935508728
2235,"trol yada gerçek twitterda biri defol israile demiş tabii vedat milörü destekleyenler de olmuş, ama bu yahudilerin turkiyede sevilmediği gerçeğini değiştirmez.",2020-01-20,lightstorm,2020,Nötr,0.9903799891471863
2236,"dün akşam kahkaha atmamı sağlayan tweet sahibi ;https://twitter.com/…tatus/1220041705803722752?s=20

--- spoiler ---

birkaç ay önce hayatıma giren ve baktığım her yerde onu gördüğüm biri var. vedat muriqi. ınstagram’da her gün en az 10 çekilişe birlikte etiketleniyoruz. bir sürü twitte de bana onun adıyla hitap ediyorlar.

--- spoiler ---

yanıt olarak vedat muriqi ;

--- ---

beni de güzel mekanların ve yemeklerin altına etiketliyorlar. damak tadımız gelişiyor sayenizde.

--- ---",2020-01-23,littlepea,2020,Nötr,0.9993157386779785
2237,"galatasaray lisesinde oku, stanford hukuk bölümünü dereceyle bitir, boğaziçinde ekonomi oku millet seni şu yemeği dene diye çağırsın.
t: duayen ve başarılı bir yemek gurmesi olmasının yanında nazik ve kaliteli bir kişi.",2020-01-24,ipimlekusagimsitimlekasagim,2020,Pozitif,0.9288423657417297
2238,"georgia institute of technology ve koç üniversitesi'nde öğretim üyeliği yapmış, galatasaray liseli, boğaziçili, brown ve stanford'lu olan türk gurme sosyolog. evet evet yanlış duymadınız bu adam sosyolojide doktora yapmış birisi.

adamın diksiyonu ve edebi konuşmasının yanı sıra gözlem yeteneği ve dahası sosyal medyada incitmeden soktuğu laflar bence kariyerinin basamaklarından birisi.

ülkemizin gurmesinin akademik başarısı böyleyse gerisini siz düşünün diyemiyoruz çünkü vedat milor bir istisnadır.",2020-02-02,sosciology,2020,Nötr,0.989084780216217
2239,monster of food,2020-02-02,necaattinn,2020,Nötr,0.9996763467788696
2242,adamda nasıl bı tat alma duyusu varsa,2020-02-05,orangesakal,2020,Nötr,0.9973664283752441
2240,türkiye ortalamasının çok üzerinde bir şahsiyet. yayınlarına ulaşmak gayet kolay olduğu için kıymeti pek bilinmiyor. ağzından dökülenleri iyice dinlerseniz her biri çok kıymetli.,2020-02-05,saladino,2020,Pozitif,0.9939768314361572
2241,künefis'i övdüğünden beri bu mekan övme işinden para aldığından emin olduğum adam. knorr reklamıyla zaten gösterdi gurme olmadığını.,2020-02-05,ulan yine mi caylak olduk,2020,Nötr,0.8911693692207336
2243,"bir yudum şarap alarak, üzüm bağının budaması hakkında tam yerinde tespit yapan gurme. türkiye'nin gururu.",2020-02-06,honanim daber,2020,Pozitif,0.9994140267372131
2244,diğer ünlülerin aksine twitter’ı çok güzel kotardı. şu an twitter’ın en zeki ve komik profili bence.,2020-02-07,hayallerde yasayan,2020,Pozitif,0.9993939995765686
2245,"(bkz: şövalye)

her geçen gün daha da efsaneleşiyor.

şimdi de yarak kürek komplo teorileri ile cahiliye dönemine giren insanlığa ışığı göstermeye başladı.",2020-02-09,cagliari,2020,Nötr,0.524143397808075
2246,rövaşata uzmanıymış meğer: (bkz: https://twitter.com/…lor/status/1226958187766652930),2020-02-10,orko 8,2020,Nötr,0.9772940874099731
2247,"twitter a girene kadar dünyanın en nahif insanıydı, twitter onu bile delirtti ama karşısındaki mahlukatlar kesinlikle hakediyor",2020-02-10,mimirin kuyusu burada mi,2020,Negatif,0.9975003004074097
2248,"ekşisözlük yönetimi iyi yazarlarının yavaş yavaş elini ayağını çekmesinden veya twittera kaptırmaktan korkuyordur heralde. yani inşallah. bence vedat milor' u ekşisözlüğe transfer çalışması yapsınlar.

soru cevap yerine böyle insanlara geçici veya kalıcı yazarlık statüsü versinler. paraysa para versinler.

vedat milor ile ekşisözlük kendine gelir gibi geliyor.",2020-02-15,cagliari,2020,Nötr,0.796379566192627
2249,"sağdansoldanalttanüsten vurulup sarsılamayan adam.

ayağımızı değil komple kendimizi yere vursak üzerine çamur sıçratamıyoruz.

olmuyor olamıyor... saçma sapan yorumlarla sakalını kesiyoruz yetmiyor... güzel bir yemekten bahsediyormuş gibi yaparak daha fazlasından insanlıktan bahsediyor.",2020-02-17,cervantes1614,2020,Negatif,0.9995414614677429
2251,çok sevimli adam lan bu. vedat abiyi üzmesin üzmesin kimse.,2020-02-18,ironfoot,2020,Pozitif,0.9994508624076843
2250,hem yemekten hem insandan anlayan gerçek kişidir. muadili maalesef yoktur. sen çok yaşa vedat abi!,2020-02-18,kuruincirarasiceviz,2020,Pozitif,0.9993942379951477
2252,sosyal medyada aktardığı deneyimler hep yurt dışından olduğu için takibi bıraktığım şahıs. baydın abi,2020-02-23,onun vitamini kabugunda,2020,Nötr,0.9994981288909912
2253,"acaba vedat milor bir gurme değil de formula 1 pilotu olsaydı ülke gerçeklerinden uzak diye sevmeyi bırakan olur muydu? adam gurme amk ne bekliyorsunuz, niye takip ediyorsuniz? simitteki susam miktarı üzerinden düzen eleştirisi fakan mı bekliyorsunuz?",2020-02-28,cagliari,2020,Negatif,0.999422550201416
2254,"bu kadar akademik kariyer sonrasında nasıl gurmelik yapmaya başladığını hiç bir internet sitesinin yazmadığı şahıs. bence de gurme filan değildir, burada gurme olduğunu iddia edip ""200 farkli tadı ayirabiliyor"" yazanlar da akademik kariyeri dışında bir argüman sunamamislar, ki zaten onun da gurmelikle alakası yok.

peki nasıl oluyor da bu adama gurme diyoruz? (#98974013) nolu entryde epey güzel özetlenmiş. biraz şans, pr, muhtemelen ilk yıllarda medya şişirmesi ile yolunu bulmuş.

gerek ekşide gerek ülkede",2020-03-04,buneydisimdiii,2020,Nötr,0.9883274435997009
2255,hocanin dini hassasiyetleri konusunda bilgi sahibi olan yazar arkadaslar mesaj kutusundan beni bilgilendirebilirse minnet duyarim.,2020-03-13,sezarin hakki sezara,2020,Nötr,0.9995233416557312
2256,"(bkz: https://twitter.com/…lor/status/1241761318593536000)

'gençliğimi doya doya yaşamak isterdim ama korona müsaade etmeyecek.' diyerek süreçle ilgili endişesini dile getirmiş. sonrasında da bir sivri zekalı ile üstteki kısa ve tatlı diyalog yaşanmış.

beyefendinin mizahı da ince. iyi ki var.",2020-03-22,siyah at ve bir visne agaci,2020,Pozitif,0.9989423155784607
2257,ne tanıtacak şimdi bu abimiz veya nerenin puanı ni kıracak is sektörü çok etkilendi,2020-03-22,ifucku,2020,Nötr,0.9991917610168457
